Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
urea	227	mM	2022-03-11	D11	5142	100	FALSE	4	0	0.0899	icontrol
vancomycin	56	ug/mL	2022-03-11	D12	5142	50	FALSE	4	0	0.091	icontrol
none	0		2022-03-11	E1	5111	NA	TRUE	1	0	0.0905	icontrol
ampicillin	6	ug/mL	2022-03-11	E2	5111	4	TRUE	1	0	0.0919	icontrol
mecillinam	32	ng/mL	2022-03-11	E3	5111	120	TRUE	1	0	0.0938	icontrol
novobiocin	37	ug/mL	2022-03-11	E4	5111	120	TRUE	1	0	0.0924	icontrol
urea	227	mM	2022-03-11	E5	5111	100	TRUE	1	0	0.0881	icontrol
vancomycin	56	ug/mL	2022-03-11	E6	5111	50	TRUE	1	0	0.1635	icontrol
none	0		2022-03-11	E7	5142	NA	TRUE	1	0	0.0906	icontrol
ampicillin	6	ug/mL	2022-03-11	E8	5142	4	TRUE	1	0	0.0901	icontrol
mecillinam	32	ng/mL	2022-03-11	E9	5142	120	TRUE	1	0	0.0941	icontrol
novobiocin	37	ug/mL	2022-03-11	E10	5142	120	TRUE	1	0	0.0954	icontrol
urea	227	mM	2022-03-11	E11	5142	100	TRUE	1	0	0.0934	icontrol
vancomycin	56	ug/mL	2022-03-11	E12	5142	50	TRUE	1	0	0.0936	icontrol
none	0		2022-03-11	F1	5111	NA	TRUE	2	0	0.0938	icontrol
ampicillin	6	ug/mL	2022-03-11	F2	5111	4	TRUE	2	0	0.092	icontrol
mecillinam	32	ng/mL	2022-03-11	F3	5111	120	TRUE	2	0	0.0902	icontrol
novobiocin	37	ug/mL	2022-03-11	F4	5111	120	TRUE	2	0	0.11	icontrol
urea	227	mM	2022-03-11	F5	5111	100	TRUE	2	0	0.0881	icontrol
vancomycin	56	ug/mL	2022-03-11	F6	5111	50	TRUE	2	0	0.0955	icontrol
none	0		2022-03-11	F7	5142	NA	TRUE	2	0	0.0929	icontrol
ampicillin	6	ug/mL	2022-03-11	F8	5142	4	TRUE	2	0	0.0906	icontrol
mecillinam	32	ng/mL	2022-03-11	F9	5142	120	TRUE	2	0	0.0922	icontrol
novobiocin	37	ug/mL	2022-03-11	F10	5142	120	TRUE	2	0	0.0975	icontrol
urea	227	mM	2022-03-11	F11	5142	100	TRUE	2	0	0.0901	icontrol
vancomycin	56	ug/mL	2022-03-11	F12	5142	50	TRUE	2	0	0.0917	icontrol
none	0		2022-03-11	G1	5111	NA	TRUE	3	0	0.0903	icontrol
ampicillin	6	ug/mL	2022-03-11	G2	5111	4	TRUE	3	0	0.0899	icontrol
mecillinam	32	ng/mL	2022-03-11	G3	5111	120	TRUE	3	0	0.088	icontrol
novobiocin	37	ug/mL	2022-03-11	G4	5111	120	TRUE	3	0	0.0881	icontrol
urea	227	mM	2022-03-11	G5	5111	100	TRUE	3	0	0.0896	icontrol
vancomycin	56	ug/mL	2022-03-11	G6	5111	50	TRUE	3	0	0.0928	icontrol
none	0		2022-03-11	G7	5142	NA	TRUE	3	0	0.0925	icontrol
ampicillin	6	ug/mL	2022-03-11	G8	5142	4	TRUE	3	0	0.0944	icontrol
mecillinam	32	ng/mL	2022-03-11	G9	5142	120	TRUE	3	0	0.0939	icontrol
novobiocin	37	ug/mL	2022-03-11	G10	5142	120	TRUE	3	0	0.0953	icontrol
urea	227	mM	2022-03-11	G11	5142	100	TRUE	3	0	0.0914	icontrol
vancomycin	56	ug/mL	2022-03-11	G12	5142	50	TRUE	3	0	0.0937	icontrol
none	0		2022-03-11	H1	5111	NA	TRUE	4	0	0.1068	icontrol
ampicillin	6	ug/mL	2022-03-11	H2	5111	4	TRUE	4	0	0.0916	icontrol
mecillinam	32	ng/mL	2022-03-11	H3	5111	120	TRUE	4	0	0.091	icontrol
novobiocin	37	ug/mL	2022-03-11	H4	5111	120	TRUE	4	0	0.0992	icontrol
urea	227	mM	2022-03-11	H5	5111	100	TRUE	4	0	0.0915	icontrol
vancomycin	56	ug/mL	2022-03-11	H6	5111	50	TRUE	4	0	0.0903	icontrol
none	0		2022-03-11	H7	5142	NA	TRUE	4	0	0.0954	icontrol
ampicillin	6	ug/mL	2022-03-11	H8	5142	4	TRUE	4	0	0.0907	icontrol
mecillinam	32	ng/mL	2022-03-11	H9	5142	120	TRUE	4	0	0.0907	icontrol
novobiocin	37	ug/mL	2022-03-11	H10	5142	120	TRUE	4	0	0.0929	icontrol
urea	227	mM	2022-03-11	H11	5142	100	TRUE	4	0	0.0939	icontrol
vancomycin	56	ug/mL	2022-03-11	H12	5142	50	TRUE	4	0	0.0916	icontrol
none	0		2022-03-11	A1	5111	NA	FALSE	1	879.9	0.0904	icontrol
ampicillin	6	ug/mL	2022-03-11	A2	5111	4	FALSE	1	879.9	0.0902	icontrol
mecillinam	32	ng/mL	2022-03-11	A3	5111	120	FALSE	1	879.9	0.0913	icontrol
novobiocin	37	ug/mL	2022-03-11	A4	5111	120	FALSE	1	879.9	0.0914	icontrol
urea	227	mM	2022-03-11	A5	5111	100	FALSE	1	879.9	0.0966	icontrol
vancomycin	56	ug/mL	2022-03-11	A6	5111	50	FALSE	1	879.9	0.0925	icontrol
none	0		2022-03-11	A7	5142	NA	FALSE	1	879.9	0.0911	icontrol
ampicillin	6	ug/mL	2022-03-11	A8	5142	4	FALSE	1	879.9	0.0906	icontrol
mecillinam	32	ng/mL	2022-03-11	A9	5142	120	FALSE	1	879.9	0.0913	icontrol
novobiocin	37	ug/mL	2022-03-11	A10	5142	120	FALSE	1	879.9	0.0916	icontrol
urea	227	mM	2022-03-11	A11	5142	100	FALSE	1	879.9	0.0929	icontrol
vancomycin	56	ug/mL	2022-03-11	A12	5142	50	FALSE	1	879.9	0.0912	icontrol
none	0		2022-03-11	B1	5111	NA	FALSE	2	879.9	0.0925	icontrol
ampicillin	6	ug/mL	2022-03-11	B2	5111	4	FALSE	2	879.9	0.092	icontrol
mecillinam	32	ng/mL	2022-03-11	B3	5111	120	FALSE	2	879.9	0.0904	icontrol
novobiocin	37	ug/mL	2022-03-11	B4	5111	120	FALSE	2	879.9	0.0919	icontrol
urea	227	mM	2022-03-11	B5	5111	100	FALSE	2	879.9	0.0973	icontrol
vancomycin	56	ug/mL	2022-03-11	B6	5111	50	FALSE	2	879.9	0.0947	icontrol
none	0		2022-03-11	B7	5142	NA	FALSE	2	879.9	0.0916	icontrol
ampicillin	6	ug/mL	2022-03-11	B8	5142	4	FALSE	2	879.9	0.0916	icontrol
mecillinam	32	ng/mL	2022-03-11	B9	5142	120	FALSE	2	879.9	0.236	icontrol
novobiocin	37	ug/mL	2022-03-11	B10	5142	120	FALSE	2	879.9	0.094	icontrol
urea	227	mM	2022-03-11	B11	5142	100	FALSE	2	879.9	0.0892	icontrol
vancomycin	56	ug/mL	2022-03-11	B12	5142	50	FALSE	2	879.9	0.0912	icontrol
none	0		2022-03-11	C1	5111	NA	FALSE	3	879.9	0.0909	icontrol
ampicillin	6	ug/mL	2022-03-11	C2	5111	4	FALSE	3	879.9	0.092	icontrol
mecillinam	32	ng/mL	2022-03-11	C3	5111	120	FALSE	3	879.9	0.0936	icontrol
novobiocin	37	ug/mL	2022-03-11	C4	5111	120	FALSE	3	879.9	0.0922	icontrol
urea	227	mM	2022-03-11	C5	5111	100	FALSE	3	879.9	0.0926	icontrol
vancomycin	56	ug/mL	2022-03-11	C6	5111	50	FALSE	3	879.9	0.0913	icontrol
none	0		2022-03-11	C7	5142	NA	FALSE	3	879.9	0.09	icontrol
ampicillin	6	ug/mL	2022-03-11	C8	5142	4	FALSE	3	879.9	0.0936	icontrol
mecillinam	32	ng/mL	2022-03-11	C9	5142	120	FALSE	3	879.9	0.094	icontrol
novobiocin	37	ug/mL	2022-03-11	C10	5142	120	FALSE	3	879.9	0.094	icontrol
urea	227	mM	2022-03-11	C11	5142	100	FALSE	3	879.9	0.0925	icontrol
vancomycin	56	ug/mL	2022-03-11	C12	5142	50	FALSE	3	879.9	0.0926	icontrol
none	0		2022-03-11	D1	5111	NA	FALSE	4	879.9	0.0952	icontrol
ampicillin	6	ug/mL	2022-03-11	D2	5111	4	FALSE	4	879.9	0.0962	icontrol
mecillinam	32	ng/mL	2022-03-11	D3	5111	120	FALSE	4	879.9	0.0918	icontrol
novobiocin	37	ug/mL	2022-03-11	D4	5111	120	FALSE	4	879.9	0.0904	icontrol
urea	227	mM	2022-03-11	D5	5111	100	FALSE	4	879.9	0.0908	icontrol
vancomycin	56	ug/mL	2022-03-11	D6	5111	50	FALSE	4	879.9	0.0901	icontrol
none	0		2022-03-11	D7	5142	NA	FALSE	4	879.9	0.0865	icontrol
ampicillin	6	ug/mL	2022-03-11	D8	5142	4	FALSE	4	879.9	0.0908	icontrol
mecillinam	32	ng/mL	2022-03-11	D9	5142	120	FALSE	4	879.9	0.0913	icontrol
novobiocin	37	ug/mL	2022-03-11	D10	5142	120	FALSE	4	879.9	0.0947	icontrol
urea	227	mM	2022-03-11	D11	5142	100	FALSE	4	879.9	0.0894	icontrol
vancomycin	56	ug/mL	2022-03-11	D12	5142	50	FALSE	4	879.9	0.0911	icontrol
none	0		2022-03-11	E1	5111	NA	TRUE	1	879.9	0.0909	icontrol
ampicillin	6	ug/mL	2022-03-11	E2	5111	4	TRUE	1	879.9	0.0907	icontrol
mecillinam	32	ng/mL	2022-03-11	E3	5111	120	TRUE	1	879.9	0.0935	icontrol
novobiocin	37	ug/mL	2022-03-11	E4	5111	120	TRUE	1	879.9	0.0921	icontrol
urea	227	mM	2022-03-11	E5	5111	100	TRUE	1	879.9	0.0889	icontrol
vancomycin	56	ug/mL	2022-03-11	E6	5111	50	TRUE	1	879.9	0.1713	icontrol
none	0		2022-03-11	E7	5142	NA	TRUE	1	879.9	0.0887	icontrol
ampicillin	6	ug/mL	2022-03-11	E8	5142	4	TRUE	1	879.9	0.0912	icontrol
mecillinam	32	ng/mL	2022-03-11	E9	5142	120	TRUE	1	879.9	0.0935	icontrol
novobiocin	37	ug/mL	2022-03-11	E10	5142	120	TRUE	1	879.9	0.095	icontrol
urea	227	mM	2022-03-11	E11	5142	100	TRUE	1	879.9	0.0913	icontrol
vancomycin	56	ug/mL	2022-03-11	E12	5142	50	TRUE	1	879.9	0.0947	icontrol
none	0		2022-03-11	F1	5111	NA	TRUE	2	879.9	0.0911	icontrol
ampicillin	6	ug/mL	2022-03-11	F2	5111	4	TRUE	2	879.9	0.0916	icontrol
mecillinam	32	ng/mL	2022-03-11	F3	5111	120	TRUE	2	879.9	0.0936	icontrol
novobiocin	37	ug/mL	2022-03-11	F4	5111	120	TRUE	2	879.9	0.0981	icontrol
urea	227	mM	2022-03-11	F5	5111	100	TRUE	2	879.9	0.0873	icontrol
vancomycin	56	ug/mL	2022-03-11	F6	5111	50	TRUE	2	879.9	0.0911	icontrol
none	0		2022-03-11	F7	5142	NA	TRUE	2	879.9	0.092	icontrol
ampicillin	6	ug/mL	2022-03-11	F8	5142	4	TRUE	2	879.9	0.0913	icontrol
mecillinam	32	ng/mL	2022-03-11	F9	5142	120	TRUE	2	879.9	0.0902	icontrol
novobiocin	37	ug/mL	2022-03-11	F10	5142	120	TRUE	2	879.9	0.0925	icontrol
urea	227	mM	2022-03-11	F11	5142	100	TRUE	2	879.9	0.0889	icontrol
vancomycin	56	ug/mL	2022-03-11	F12	5142	50	TRUE	2	879.9	0.0926	icontrol
none	0		2022-03-11	G1	5111	NA	TRUE	3	879.9	0.0897	icontrol
ampicillin	6	ug/mL	2022-03-11	G2	5111	4	TRUE	3	879.9	0.0899	icontrol
mecillinam	32	ng/mL	2022-03-11	G3	5111	120	TRUE	3	879.9	0.0873	icontrol
novobiocin	37	ug/mL	2022-03-11	G4	5111	120	TRUE	3	879.9	0.0904	icontrol
urea	227	mM	2022-03-11	G5	5111	100	TRUE	3	879.9	0.0922	icontrol
vancomycin	56	ug/mL	2022-03-11	G6	5111	50	TRUE	3	879.9	0.091	icontrol
none	0		2022-03-11	G7	5142	NA	TRUE	3	879.9	0.0931	icontrol
ampicillin	6	ug/mL	2022-03-11	G8	5142	4	TRUE	3	879.9	0.0928	icontrol
mecillinam	32	ng/mL	2022-03-11	G9	5142	120	TRUE	3	879.9	0.0947	icontrol
novobiocin	37	ug/mL	2022-03-11	G10	5142	120	TRUE	3	879.9	0.0945	icontrol
urea	227	mM	2022-03-11	G11	5142	100	TRUE	3	879.9	0.0931	icontrol
vancomycin	56	ug/mL	2022-03-11	G12	5142	50	TRUE	3	879.9	0.0961	icontrol
none	0		2022-03-11	H1	5111	NA	TRUE	4	879.9	0.1074	icontrol
ampicillin	6	ug/mL	2022-03-11	H2	5111	4	TRUE	4	879.9	0.0966	icontrol
mecillinam	32	ng/mL	2022-03-11	H3	5111	120	TRUE	4	879.9	0.1036	icontrol
novobiocin	37	ug/mL	2022-03-11	H4	5111	120	TRUE	4	879.9	0.0953	icontrol
urea	227	mM	2022-03-11	H5	5111	100	TRUE	4	879.9	0.0868	icontrol
vancomycin	56	ug/mL	2022-03-11	H6	5111	50	TRUE	4	879.9	0.09	icontrol
none	0		2022-03-11	H7	5142	NA	TRUE	4	879.9	0.0896	icontrol
ampicillin	6	ug/mL	2022-03-11	H8	5142	4	TRUE	4	879.9	0.0907	icontrol
mecillinam	32	ng/mL	2022-03-11	H9	5142	120	TRUE	4	879.9	0.0919	icontrol
novobiocin	37	ug/mL	2022-03-11	H10	5142	120	TRUE	4	879.9	0.0929	icontrol
urea	227	mM	2022-03-11	H11	5142	100	TRUE	4	879.9	0.0893	icontrol
vancomycin	56	ug/mL	2022-03-11	H12	5142	50	TRUE	4	879.9	0.0924	icontrol
none	0		2022-03-11	A1	5111	NA	FALSE	1	1759.8	0.0903	icontrol
ampicillin	6	ug/mL	2022-03-11	A2	5111	4	FALSE	1	1759.8	0.0899	icontrol
mecillinam	32	ng/mL	2022-03-11	A3	5111	120	FALSE	1	1759.8	0.0914	icontrol
novobiocin	37	ug/mL	2022-03-11	A4	5111	120	FALSE	1	1759.8	0.0901	icontrol
urea	227	mM	2022-03-11	A5	5111	100	FALSE	1	1759.8	0.0953	icontrol
vancomycin	56	ug/mL	2022-03-11	A6	5111	50	FALSE	1	1759.8	0.0926	icontrol
none	0		2022-03-11	A7	5142	NA	FALSE	1	1759.8	0.0886	icontrol
ampicillin	6	ug/mL	2022-03-11	A8	5142	4	FALSE	1	1759.8	0.0912	icontrol
mecillinam	32	ng/mL	2022-03-11	A9	5142	120	FALSE	1	1759.8	0.0918	icontrol
novobiocin	37	ug/mL	2022-03-11	A10	5142	120	FALSE	1	1759.8	0.0922	icontrol
urea	227	mM	2022-03-11	A11	5142	100	FALSE	1	1759.8	0.0908	icontrol
vancomycin	56	ug/mL	2022-03-11	A12	5142	50	FALSE	1	1759.8	0.092	icontrol
none	0		2022-03-11	B1	5111	NA	FALSE	2	1759.8	0.0965	icontrol
ampicillin	6	ug/mL	2022-03-11	B2	5111	4	FALSE	2	1759.8	0.091	icontrol
mecillinam	32	ng/mL	2022-03-11	B3	5111	120	FALSE	2	1759.8	0.0899	icontrol
novobiocin	37	ug/mL	2022-03-11	B4	5111	120	FALSE	2	1759.8	0.0943	icontrol
urea	227	mM	2022-03-11	B5	5111	100	FALSE	2	1759.8	0.0932	icontrol
vancomycin	56	ug/mL	2022-03-11	B6	5111	50	FALSE	2	1759.8	0.094	icontrol
none	0		2022-03-11	B7	5142	NA	FALSE	2	1759.8	0.0911	icontrol
ampicillin	6	ug/mL	2022-03-11	B8	5142	4	FALSE	2	1759.8	0.0894	icontrol
mecillinam	32	ng/mL	2022-03-11	B9	5142	120	FALSE	2	1759.8	0.2445	icontrol
novobiocin	37	ug/mL	2022-03-11	B10	5142	120	FALSE	2	1759.8	0.0927	icontrol
urea	227	mM	2022-03-11	B11	5142	100	FALSE	2	1759.8	0.0896	icontrol
vancomycin	56	ug/mL	2022-03-11	B12	5142	50	FALSE	2	1759.8	0.0912	icontrol
none	0		2022-03-11	C1	5111	NA	FALSE	3	1759.8	0.0916	icontrol
ampicillin	6	ug/mL	2022-03-11	C2	5111	4	FALSE	3	1759.8	0.091	icontrol
mecillinam	32	ng/mL	2022-03-11	C3	5111	120	FALSE	3	1759.8	0.0925	icontrol
novobiocin	37	ug/mL	2022-03-11	C4	5111	120	FALSE	3	1759.8	0.0915	icontrol
urea	227	mM	2022-03-11	C5	5111	100	FALSE	3	1759.8	0.0908	icontrol
vancomycin	56	ug/mL	2022-03-11	C6	5111	50	FALSE	3	1759.8	0.0909	icontrol
none	0		2022-03-11	C7	5142	NA	FALSE	3	1759.8	0.089	icontrol
ampicillin	6	ug/mL	2022-03-11	C8	5142	4	FALSE	3	1759.8	0.092	icontrol
mecillinam	32	ng/mL	2022-03-11	C9	5142	120	FALSE	3	1759.8	0.0921	icontrol
novobiocin	37	ug/mL	2022-03-11	C10	5142	120	FALSE	3	1759.8	0.0962	icontrol
urea	227	mM	2022-03-11	C11	5142	100	FALSE	3	1759.8	0.0898	icontrol
vancomycin	56	ug/mL	2022-03-11	C12	5142	50	FALSE	3	1759.8	0.0917	icontrol
none	0		2022-03-11	D1	5111	NA	FALSE	4	1759.8	0.1076	icontrol
ampicillin	6	ug/mL	2022-03-11	D2	5111	4	FALSE	4	1759.8	0.0959	icontrol
mecillinam	32	ng/mL	2022-03-11	D3	5111	120	FALSE	4	1759.8	0.0908	icontrol
novobiocin	37	ug/mL	2022-03-11	D4	5111	120	FALSE	4	1759.8	0.0966	icontrol
urea	227	mM	2022-03-11	D5	5111	100	FALSE	4	1759.8	0.093	icontrol
vancomycin	56	ug/mL	2022-03-11	D6	5111	50	FALSE	4	1759.8	0.0891	icontrol
none	0		2022-03-11	D7	5142	NA	FALSE	4	1759.8	0.0854	icontrol
ampicillin	6	ug/mL	2022-03-11	D8	5142	4	FALSE	4	1759.8	0.0903	icontrol
mecillinam	32	ng/mL	2022-03-11	D9	5142	120	FALSE	4	1759.8	0.0906	icontrol
novobiocin	37	ug/mL	2022-03-11	D10	5142	120	FALSE	4	1759.8	0.0923	icontrol
urea	227	mM	2022-03-11	D11	5142	100	FALSE	4	1759.8	0.0901	icontrol
vancomycin	56	ug/mL	2022-03-11	D12	5142	50	FALSE	4	1759.8	0.0908	icontrol
none	0		2022-03-11	E1	5111	NA	TRUE	1	1759.8	0.0905	icontrol
ampicillin	6	ug/mL	2022-03-11	E2	5111	4	TRUE	1	1759.8	0.0897	icontrol
mecillinam	32	ng/mL	2022-03-11	E3	5111	120	TRUE	1	1759.8	0.0922	icontrol
novobiocin	37	ug/mL	2022-03-11	E4	5111	120	TRUE	1	1759.8	0.0914	icontrol
urea	227	mM	2022-03-11	E5	5111	100	TRUE	1	1759.8	0.0878	icontrol
vancomycin	56	ug/mL	2022-03-11	E6	5111	50	TRUE	1	1759.8	0.1642	icontrol
none	0		2022-03-11	E7	5142	NA	TRUE	1	1759.8	0.0877	icontrol
ampicillin	6	ug/mL	2022-03-11	E8	5142	4	TRUE	1	1759.8	0.089	icontrol
mecillinam	32	ng/mL	2022-03-11	E9	5142	120	TRUE	1	1759.8	0.0916	icontrol
novobiocin	37	ug/mL	2022-03-11	E10	5142	120	TRUE	1	1759.8	0.0951	icontrol
urea	227	mM	2022-03-11	E11	5142	100	TRUE	1	1759.8	0.0908	icontrol
vancomycin	56	ug/mL	2022-03-11	E12	5142	50	TRUE	1	1759.8	0.0934	icontrol
none	0		2022-03-11	F1	5111	NA	TRUE	2	1759.8	0.1055	icontrol
ampicillin	6	ug/mL	2022-03-11	F2	5111	4	TRUE	2	1759.8	0.0921	icontrol
mecillinam	32	ng/mL	2022-03-11	F3	5111	120	TRUE	2	1759.8	0.0936	icontrol
novobiocin	37	ug/mL	2022-03-11	F4	5111	120	TRUE	2	1759.8	0.0966	icontrol
urea	227	mM	2022-03-11	F5	5111	100	TRUE	2	1759.8	0.0868	icontrol
vancomycin	56	ug/mL	2022-03-11	F6	5111	50	TRUE	2	1759.8	0.09	icontrol
none	0		2022-03-11	F7	5142	NA	TRUE	2	1759.8	0.0864	icontrol
ampicillin	6	ug/mL	2022-03-11	F8	5142	4	TRUE	2	1759.8	0.0892	icontrol
mecillinam	32	ng/mL	2022-03-11	F9	5142	120	TRUE	2	1759.8	0.0901	icontrol
novobiocin	37	ug/mL	2022-03-11	F10	5142	120	TRUE	2	1759.8	0.0933	icontrol
urea	227	mM	2022-03-11	F11	5142	100	TRUE	2	1759.8	0.0895	icontrol
vancomycin	56	ug/mL	2022-03-11	F12	5142	50	TRUE	2	1759.8	0.0938	icontrol
none	0		2022-03-11	G1	5111	NA	TRUE	3	1759.8	0.0901	icontrol
ampicillin	6	ug/mL	2022-03-11	G2	5111	4	TRUE	3	1759.8	0.0874	icontrol
mecillinam	32	ng/mL	2022-03-11	G3	5111	120	TRUE	3	1759.8	0.087	icontrol
novobiocin	37	ug/mL	2022-03-11	G4	5111	120	TRUE	3	1759.8	0.0872	icontrol
urea	227	mM	2022-03-11	G5	5111	100	TRUE	3	1759.8	0.0909	icontrol
vancomycin	56	ug/mL	2022-03-11	G6	5111	50	TRUE	3	1759.8	0.092	icontrol
none	0		2022-03-11	G7	5142	NA	TRUE	3	1759.8	0.0901	icontrol
ampicillin	6	ug/mL	2022-03-11	G8	5142	4	TRUE	3	1759.8	0.0939	icontrol
mecillinam	32	ng/mL	2022-03-11	G9	5142	120	TRUE	3	1759.8	0.0934	icontrol
novobiocin	37	ug/mL	2022-03-11	G10	5142	120	TRUE	3	1759.8	0.0926	icontrol
urea	227	mM	2022-03-11	G11	5142	100	TRUE	3	1759.8	0.0915	icontrol
vancomycin	56	ug/mL	2022-03-11	G12	5142	50	TRUE	3	1759.8	0.0926	icontrol
none	0		2022-03-11	H1	5111	NA	TRUE	4	1759.8	0.1047	icontrol
ampicillin	6	ug/mL	2022-03-11	H2	5111	4	TRUE	4	1759.8	0.0909	icontrol
mecillinam	32	ng/mL	2022-03-11	H3	5111	120	TRUE	4	1759.8	0.09	icontrol
novobiocin	37	ug/mL	2022-03-11	H4	5111	120	TRUE	4	1759.8	0.0884	icontrol
urea	227	mM	2022-03-11	H5	5111	100	TRUE	4	1759.8	0.087	icontrol
vancomycin	56	ug/mL	2022-03-11	H6	5111	50	TRUE	4	1759.8	0.0893	icontrol
none	0		2022-03-11	H7	5142	NA	TRUE	4	1759.8	0.0909	icontrol
ampicillin	6	ug/mL	2022-03-11	H8	5142	4	TRUE	4	1759.8	0.0904	icontrol
mecillinam	32	ng/mL	2022-03-11	H9	5142	120	TRUE	4	1759.8	0.0911	icontrol
novobiocin	37	ug/mL	2022-03-11	H10	5142	120	TRUE	4	1759.8	0.093	icontrol
urea	227	mM	2022-03-11	H11	5142	100	TRUE	4	1759.8	0.0868	icontrol
vancomycin	56	ug/mL	2022-03-11	H12	5142	50	TRUE	4	1759.8	0.0923	icontrol
none	0		2022-03-11	A1	5111	NA	FALSE	1	2639.8	0.0911	icontrol
ampicillin	6	ug/mL	2022-03-11	A2	5111	4	FALSE	1	2639.8	0.09	icontrol
mecillinam	32	ng/mL	2022-03-11	A3	5111	120	FALSE	1	2639.8	0.0913	icontrol
novobiocin	37	ug/mL	2022-03-11	A4	5111	120	FALSE	1	2639.8	0.09	icontrol
urea	227	mM	2022-03-11	A5	5111	100	FALSE	1	2639.8	0.0957	icontrol
vancomycin	56	ug/mL	2022-03-11	A6	5111	50	FALSE	1	2639.8	0.0911	icontrol
none	0		2022-03-11	A7	5142	NA	FALSE	1	2639.8	0.0903	icontrol
