Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
urea	227	mM	2022-03-16	C5	5123	500	FALSE	3	0	0.181	sunrise
vancomycin	56	ug/mL	2022-03-16	C6	5123	100	FALSE	3	0	0.167	sunrise
none	0		2022-03-16	C7	5144	0	FALSE	3	0	0.162	sunrise
mecillinam	32	ng/mL	2022-03-16	C8	5144	60	FALSE	3	0	0.166	sunrise
nickel(ii)	70	mM	2022-03-16	C9	5144	5	FALSE	3	0	0.168	sunrise
novobiocin	37	ug/mL	2022-03-16	C10	5144	60	FALSE	3	0	0.172	sunrise
urea	227	mM	2022-03-16	C11	5144	500	FALSE	3	0	0.166	sunrise
vancomycin	56	ug/mL	2022-03-16	C12	5144	100	FALSE	3	0	0.142	sunrise
none	0		2022-03-16	D1	5123	0	FALSE	4	0	0.153	sunrise
mecillinam	32	ng/mL	2022-03-16	D2	5123	60	FALSE	4	0	0.129	sunrise
nickel(ii)	70	mM	2022-03-16	D3	5123	5	FALSE	4	0	0.173	sunrise
novobiocin	37	ug/mL	2022-03-16	D4	5123	60	FALSE	4	0	0.157	sunrise
urea	227	mM	2022-03-16	D5	5123	500	FALSE	4	0	0.174	sunrise
vancomycin	56	ug/mL	2022-03-16	D6	5123	100	FALSE	4	0	0.17	sunrise
none	0		2022-03-16	D7	5144	0	FALSE	4	0	0.162	sunrise
mecillinam	32	ng/mL	2022-03-16	D8	5144	60	FALSE	4	0	0.173	sunrise
nickel(ii)	70	mM	2022-03-16	D9	5144	5	FALSE	4	0	0.168	sunrise
novobiocin	37	ug/mL	2022-03-16	D10	5144	60	FALSE	4	0	0.164	sunrise
urea	227	mM	2022-03-16	D11	5144	500	FALSE	4	0	0.155	sunrise
vancomycin	56	ug/mL	2022-03-16	D12	5144	100	FALSE	4	0	0.122	sunrise
none	0		2022-03-16	E1	5123	0	TRUE	1	0	0.149	sunrise
mecillinam	32	ng/mL	2022-03-16	E2	5123	60	TRUE	1	0	0.147	sunrise
nickel(ii)	70	mM	2022-03-16	E3	5123	5	TRUE	1	0	0.167	sunrise
novobiocin	37	ug/mL	2022-03-16	E4	5123	60	TRUE	1	0	0.158	sunrise
urea	227	mM	2022-03-16	E5	5123	500	TRUE	1	0	0.151	sunrise
vancomycin	56	ug/mL	2022-03-16	E6	5123	100	TRUE	1	0	0.168	sunrise
none	0		2022-03-16	E7	5144	0	TRUE	1	0	0.163	sunrise
mecillinam	32	ng/mL	2022-03-16	E8	5144	60	TRUE	1	0	0.167	sunrise
nickel(ii)	70	mM	2022-03-16	E9	5144	5	TRUE	1	0	0.182	sunrise
novobiocin	37	ug/mL	2022-03-16	E10	5144	60	TRUE	1	0	0.15	sunrise
urea	227	mM	2022-03-16	E11	5144	500	TRUE	1	0	0.173	sunrise
vancomycin	56	ug/mL	2022-03-16	E12	5144	100	TRUE	1	0	0.123	sunrise
none	0		2022-03-16	F1	5123	0	TRUE	2	0	0.155	sunrise
mecillinam	32	ng/mL	2022-03-16	F2	5123	60	TRUE	2	0	0.153	sunrise
nickel(ii)	70	mM	2022-03-16	F3	5123	5	TRUE	2	0	0.179	sunrise
novobiocin	37	ug/mL	2022-03-16	F4	5123	60	TRUE	2	0	0.183	sunrise
urea	227	mM	2022-03-16	F5	5123	500	TRUE	2	0	0.136	sunrise
vancomycin	56	ug/mL	2022-03-16	F6	5123	100	TRUE	2	0	0.175	sunrise
none	0		2022-03-16	F7	5144	0	TRUE	2	0	0.15	sunrise
mecillinam	32	ng/mL	2022-03-16	F8	5144	60	TRUE	2	0	0.166	sunrise
nickel(ii)	70	mM	2022-03-16	F9	5144	5	TRUE	2	0	0.182	sunrise
novobiocin	37	ug/mL	2022-03-16	F10	5144	60	TRUE	2	0	0.131	sunrise
urea	227	mM	2022-03-16	F11	5144	500	TRUE	2	0	0.143	sunrise
vancomycin	56	ug/mL	2022-03-16	F12	5144	100	TRUE	2	0	0.123	sunrise
none	0		2022-03-16	G1	5123	0	TRUE	3	0	0.167	sunrise
mecillinam	32	ng/mL	2022-03-16	G2	5123	60	TRUE	3	0	0.17	sunrise
nickel(ii)	70	mM	2022-03-16	G3	5123	5	TRUE	3	0	0.188	sunrise
novobiocin	37	ug/mL	2022-03-16	G4	5123	60	TRUE	3	0	0.185	sunrise
urea	227	mM	2022-03-16	G5	5123	500	TRUE	3	0	0.14	sunrise
vancomycin	56	ug/mL	2022-03-16	G6	5123	100	TRUE	3	0	0.17	sunrise
none	0		2022-03-16	G7	5144	0	TRUE	3	0	0.15	sunrise
mecillinam	32	ng/mL	2022-03-16	G8	5144	60	TRUE	3	0	0.183	sunrise
nickel(ii)	70	mM	2022-03-16	G9	5144	5	TRUE	3	0	0.188	sunrise
novobiocin	37	ug/mL	2022-03-16	G10	5144	60	TRUE	3	0	0.135	sunrise
urea	227	mM	2022-03-16	G11	5144	500	TRUE	3	0	0.131	sunrise
vancomycin	56	ug/mL	2022-03-16	G12	5144	100	TRUE	3	0	0.13	sunrise
none	0		2022-03-16	H1	5123	0	TRUE	4	0	0.174	sunrise
mecillinam	32	ng/mL	2022-03-16	H2	5123	60	TRUE	4	0	0.168	sunrise
nickel(ii)	70	mM	2022-03-16	H3	5123	5	TRUE	4	0	0.171	sunrise
novobiocin	37	ug/mL	2022-03-16	H4	5123	60	TRUE	4	0	0.169	sunrise
urea	227	mM	2022-03-16	H5	5123	500	TRUE	4	0	0.148	sunrise
vancomycin	56	ug/mL	2022-03-16	H6	5123	100	TRUE	4	0	0.175	sunrise
none	0		2022-03-16	H7	5144	0	TRUE	4	0	0.167	sunrise
mecillinam	32	ng/mL	2022-03-16	H8	5144	60	TRUE	4	0	0.192	sunrise
nickel(ii)	70	mM	2022-03-16	H9	5144	5	TRUE	4	0	0.192	sunrise
novobiocin	37	ug/mL	2022-03-16	H10	5144	60	TRUE	4	0	0.124	sunrise
urea	227	mM	2022-03-16	H11	5144	500	TRUE	4	0	0.138	sunrise
vancomycin	56	ug/mL	2022-03-16	H12	5144	100	TRUE	4	0	0.136	sunrise
none	0		2022-03-16	A1	5123	0	FALSE	1	900	0.166	sunrise
mecillinam	32	ng/mL	2022-03-16	A2	5123	60	FALSE	1	900	0.132	sunrise
nickel(ii)	70	mM	2022-03-16	A3	5123	5	FALSE	1	900	0.194	sunrise
novobiocin	37	ug/mL	2022-03-16	A4	5123	60	FALSE	1	900	0.174	sunrise
urea	227	mM	2022-03-16	A5	5123	500	FALSE	1	900	0.182	sunrise
vancomycin	56	ug/mL	2022-03-16	A6	5123	100	FALSE	1	900	0.203	sunrise
none	0		2022-03-16	A7	5144	0	FALSE	1	900	0.161	sunrise
mecillinam	32	ng/mL	2022-03-16	A8	5144	60	FALSE	1	900	0.163	sunrise
nickel(ii)	70	mM	2022-03-16	A9	5144	5	FALSE	1	900	0.17	sunrise
novobiocin	37	ug/mL	2022-03-16	A10	5144	60	FALSE	1	900	0.173	sunrise
urea	227	mM	2022-03-16	A11	5144	500	FALSE	1	900	0.17	sunrise
vancomycin	56	ug/mL	2022-03-16	A12	5144	100	FALSE	1	900	0.172	sunrise
none	0		2022-03-16	B1	5123	0	FALSE	2	900	0.154	sunrise
mecillinam	32	ng/mL	2022-03-16	B2	5123	60	FALSE	2	900	0.127	sunrise
nickel(ii)	70	mM	2022-03-16	B3	5123	5	FALSE	2	900	0.178	sunrise
novobiocin	37	ug/mL	2022-03-16	B4	5123	60	FALSE	2	900	0.165	sunrise
urea	227	mM	2022-03-16	B5	5123	500	FALSE	2	900	0.176	sunrise
vancomycin	56	ug/mL	2022-03-16	B6	5123	100	FALSE	2	900	0.141	sunrise
none	0		2022-03-16	B7	5144	0	FALSE	2	900	0.126	sunrise
mecillinam	32	ng/mL	2022-03-16	B8	5144	60	FALSE	2	900	0.154	sunrise
nickel(ii)	70	mM	2022-03-16	B9	5144	5	FALSE	2	900	0.171	sunrise
novobiocin	37	ug/mL	2022-03-16	B10	5144	60	FALSE	2	900	0.155	sunrise
urea	227	mM	2022-03-16	B11	5144	500	FALSE	2	900	0.16	sunrise
vancomycin	56	ug/mL	2022-03-16	B12	5144	100	FALSE	2	900	0.162	sunrise
none	0		2022-03-16	C1	5123	0	FALSE	3	900	0.157	sunrise
mecillinam	32	ng/mL	2022-03-16	C2	5123	60	FALSE	3	900	0.131	sunrise
nickel(ii)	70	mM	2022-03-16	C3	5123	5	FALSE	3	900	0.175	sunrise
novobiocin	37	ug/mL	2022-03-16	C4	5123	60	FALSE	3	900	0.172	sunrise
urea	227	mM	2022-03-16	C5	5123	500	FALSE	3	900	0.178	sunrise
vancomycin	56	ug/mL	2022-03-16	C6	5123	100	FALSE	3	900	0.167	sunrise
none	0		2022-03-16	C7	5144	0	FALSE	3	900	0.161	sunrise
mecillinam	32	ng/mL	2022-03-16	C8	5144	60	FALSE	3	900	0.165	sunrise
nickel(ii)	70	mM	2022-03-16	C9	5144	5	FALSE	3	900	0.167	sunrise
novobiocin	37	ug/mL	2022-03-16	C10	5144	60	FALSE	3	900	0.169	sunrise
urea	227	mM	2022-03-16	C11	5144	500	FALSE	3	900	0.165	sunrise
vancomycin	56	ug/mL	2022-03-16	C12	5144	100	FALSE	3	900	0.143	sunrise
none	0		2022-03-16	D1	5123	0	FALSE	4	900	0.154	sunrise
mecillinam	32	ng/mL	2022-03-16	D2	5123	60	FALSE	4	900	0.128	sunrise
nickel(ii)	70	mM	2022-03-16	D3	5123	5	FALSE	4	900	0.172	sunrise
novobiocin	37	ug/mL	2022-03-16	D4	5123	60	FALSE	4	900	0.157	sunrise
urea	227	mM	2022-03-16	D5	5123	500	FALSE	4	900	0.175	sunrise
vancomycin	56	ug/mL	2022-03-16	D6	5123	100	FALSE	4	900	0.16	sunrise
none	0		2022-03-16	D7	5144	0	FALSE	4	900	0.163	sunrise
mecillinam	32	ng/mL	2022-03-16	D8	5144	60	FALSE	4	900	0.172	sunrise
nickel(ii)	70	mM	2022-03-16	D9	5144	5	FALSE	4	900	0.167	sunrise
novobiocin	37	ug/mL	2022-03-16	D10	5144	60	FALSE	4	900	0.162	sunrise
urea	227	mM	2022-03-16	D11	5144	500	FALSE	4	900	0.154	sunrise
vancomycin	56	ug/mL	2022-03-16	D12	5144	100	FALSE	4	900	0.117	sunrise
none	0		2022-03-16	E1	5123	0	TRUE	1	900	0.149	sunrise
mecillinam	32	ng/mL	2022-03-16	E2	5123	60	TRUE	1	900	0.148	sunrise
nickel(ii)	70	mM	2022-03-16	E3	5123	5	TRUE	1	900	0.168	sunrise
novobiocin	37	ug/mL	2022-03-16	E4	5123	60	TRUE	1	900	0.16	sunrise
urea	227	mM	2022-03-16	E5	5123	500	TRUE	1	900	0.152	sunrise
vancomycin	56	ug/mL	2022-03-16	E6	5123	100	TRUE	1	900	0.168	sunrise
none	0		2022-03-16	E7	5144	0	TRUE	1	900	0.163	sunrise
mecillinam	32	ng/mL	2022-03-16	E8	5144	60	TRUE	1	900	0.168	sunrise
nickel(ii)	70	mM	2022-03-16	E9	5144	5	TRUE	1	900	0.182	sunrise
novobiocin	37	ug/mL	2022-03-16	E10	5144	60	TRUE	1	900	0.15	sunrise
urea	227	mM	2022-03-16	E11	5144	500	TRUE	1	900	0.173	sunrise
vancomycin	56	ug/mL	2022-03-16	E12	5144	100	TRUE	1	900	0.123	sunrise
none	0		2022-03-16	F1	5123	0	TRUE	2	900	0.154	sunrise
mecillinam	32	ng/mL	2022-03-16	F2	5123	60	TRUE	2	900	0.153	sunrise
nickel(ii)	70	mM	2022-03-16	F3	5123	5	TRUE	2	900	0.179	sunrise
novobiocin	37	ug/mL	2022-03-16	F4	5123	60	TRUE	2	900	0.183	sunrise
urea	227	mM	2022-03-16	F5	5123	500	TRUE	2	900	0.14	sunrise
vancomycin	56	ug/mL	2022-03-16	F6	5123	100	TRUE	2	900	0.179	sunrise
none	0		2022-03-16	F7	5144	0	TRUE	2	900	0.151	sunrise
mecillinam	32	ng/mL	2022-03-16	F8	5144	60	TRUE	2	900	0.167	sunrise
nickel(ii)	70	mM	2022-03-16	F9	5144	5	TRUE	2	900	0.184	sunrise
novobiocin	37	ug/mL	2022-03-16	F10	5144	60	TRUE	2	900	0.129	sunrise
urea	227	mM	2022-03-16	F11	5144	500	TRUE	2	900	0.146	sunrise
vancomycin	56	ug/mL	2022-03-16	F12	5144	100	TRUE	2	900	0.125	sunrise
none	0		2022-03-16	G1	5123	0	TRUE	3	900	0.189	sunrise
mecillinam	32	ng/mL	2022-03-16	G2	5123	60	TRUE	3	900	0.179	sunrise
nickel(ii)	70	mM	2022-03-16	G3	5123	5	TRUE	3	900	0.191	sunrise
novobiocin	37	ug/mL	2022-03-16	G4	5123	60	TRUE	3	900	0.194	sunrise
urea	227	mM	2022-03-16	G5	5123	500	TRUE	3	900	0.134	sunrise
vancomycin	56	ug/mL	2022-03-16	G6	5123	100	TRUE	3	900	0.171	sunrise
none	0		2022-03-16	G7	5144	0	TRUE	3	900	0.144	sunrise
mecillinam	32	ng/mL	2022-03-16	G8	5144	60	TRUE	3	900	0.176	sunrise
nickel(ii)	70	mM	2022-03-16	G9	5144	5	TRUE	3	900	0.191	sunrise
novobiocin	37	ug/mL	2022-03-16	G10	5144	60	TRUE	3	900	0.136	sunrise
urea	227	mM	2022-03-16	G11	5144	500	TRUE	3	900	0.132	sunrise
vancomycin	56	ug/mL	2022-03-16	G12	5144	100	TRUE	3	900	0.121	sunrise
none	0		2022-03-16	H1	5123	0	TRUE	4	900	0.189	sunrise
mecillinam	32	ng/mL	2022-03-16	H2	5123	60	TRUE	4	900	0.178	sunrise
nickel(ii)	70	mM	2022-03-16	H3	5123	5	TRUE	4	900	0.198	sunrise
novobiocin	37	ug/mL	2022-03-16	H4	5123	60	TRUE	4	900	0.17	sunrise
urea	227	mM	2022-03-16	H5	5123	500	TRUE	4	900	0.143	sunrise
vancomycin	56	ug/mL	2022-03-16	H6	5123	100	TRUE	4	900	0.181	sunrise
none	0		2022-03-16	H7	5144	0	TRUE	4	900	0.157	sunrise
mecillinam	32	ng/mL	2022-03-16	H8	5144	60	TRUE	4	900	0.19	sunrise
nickel(ii)	70	mM	2022-03-16	H9	5144	5	TRUE	4	900	0.2	sunrise
novobiocin	37	ug/mL	2022-03-16	H10	5144	60	TRUE	4	900	0.123	sunrise
urea	227	mM	2022-03-16	H11	5144	500	TRUE	4	900	0.146	sunrise
vancomycin	56	ug/mL	2022-03-16	H12	5144	100	TRUE	4	900	0.138	sunrise
none	0		2022-03-16	A1	5123	0	FALSE	1	1800	0.172	sunrise
mecillinam	32	ng/mL	2022-03-16	A2	5123	60	FALSE	1	1800	0.137	sunrise
nickel(ii)	70	mM	2022-03-16	A3	5123	5	FALSE	1	1800	0.194	sunrise
novobiocin	37	ug/mL	2022-03-16	A4	5123	60	FALSE	1	1800	0.177	sunrise
urea	227	mM	2022-03-16	A5	5123	500	FALSE	1	1800	0.184	sunrise
vancomycin	56	ug/mL	2022-03-16	A6	5123	100	FALSE	1	1800	0.206	sunrise
none	0		2022-03-16	A7	5144	0	FALSE	1	1800	0.164	sunrise
mecillinam	32	ng/mL	2022-03-16	A8	5144	60	FALSE	1	1800	0.166	sunrise
nickel(ii)	70	mM	2022-03-16	A9	5144	5	FALSE	1	1800	0.171	sunrise
novobiocin	37	ug/mL	2022-03-16	A10	5144	60	FALSE	1	1800	0.175	sunrise
urea	227	mM	2022-03-16	A11	5144	500	FALSE	1	1800	0.173	sunrise
vancomycin	56	ug/mL	2022-03-16	A12	5144	100	FALSE	1	1800	0.175	sunrise
none	0		2022-03-16	B1	5123	0	FALSE	2	1800	0.16	sunrise
mecillinam	32	ng/mL	2022-03-16	B2	5123	60	FALSE	2	1800	0.132	sunrise
nickel(ii)	70	mM	2022-03-16	B3	5123	5	FALSE	2	1800	0.183	sunrise
novobiocin	37	ug/mL	2022-03-16	B4	5123	60	FALSE	2	1800	0.167	sunrise
urea	227	mM	2022-03-16	B5	5123	500	FALSE	2	1800	0.179	sunrise
vancomycin	56	ug/mL	2022-03-16	B6	5123	100	FALSE	2	1800	0.145	sunrise
none	0		2022-03-16	B7	5144	0	FALSE	2	1800	0.128	sunrise
mecillinam	32	ng/mL	2022-03-16	B8	5144	60	FALSE	2	1800	0.157	sunrise
nickel(ii)	70	mM	2022-03-16	B9	5144	5	FALSE	2	1800	0.172	sunrise
novobiocin	37	ug/mL	2022-03-16	B10	5144	60	FALSE	2	1800	0.157	sunrise
urea	227	mM	2022-03-16	B11	5144	500	FALSE	2	1800	0.162	sunrise
vancomycin	56	ug/mL	2022-03-16	B12	5144	100	FALSE	2	1800	0.164	sunrise
none	0		2022-03-16	C1	5123	0	FALSE	3	1800	0.162	sunrise
mecillinam	32	ng/mL	2022-03-16	C2	5123	60	FALSE	3	1800	0.134	sunrise
nickel(ii)	70	mM	2022-03-16	C3	5123	5	FALSE	3	1800	0.177	sunrise
novobiocin	37	ug/mL	2022-03-16	C4	5123	60	FALSE	3	1800	0.174	sunrise
urea	227	mM	2022-03-16	C5	5123	500	FALSE	3	1800	0.182	sunrise
vancomycin	56	ug/mL	2022-03-16	C6	5123	100	FALSE	3	1800	0.17	sunrise
none	0		2022-03-16	C7	5144	0	FALSE	3	1800	0.163	sunrise
mecillinam	32	ng/mL	2022-03-16	C8	5144	60	FALSE	3	1800	0.168	sunrise
nickel(ii)	70	mM	2022-03-16	C9	5144	5	FALSE	3	1800	0.168	sunrise
novobiocin	37	ug/mL	2022-03-16	C10	5144	60	FALSE	3	1800	0.17	sunrise
urea	227	mM	2022-03-16	C11	5144	500	FALSE	3	1800	0.17	sunrise
vancomycin	56	ug/mL	2022-03-16	C12	5144	100	FALSE	3	1800	0.146	sunrise
none	0		2022-03-16	D1	5123	0	FALSE	4	1800	0.157	sunrise
mecillinam	32	ng/mL	2022-03-16	D2	5123	60	FALSE	4	1800	0.13	sunrise
nickel(ii)	70	mM	2022-03-16	D3	5123	5	FALSE	4	1800	0.174	sunrise
novobiocin	37	ug/mL	2022-03-16	D4	5123	60	FALSE	4	1800	0.16	sunrise
urea	227	mM	2022-03-16	D5	5123	500	FALSE	4	1800	0.178	sunrise
vancomycin	56	ug/mL	2022-03-16	D6	5123	100	FALSE	4	1800	0.157	sunrise
none	0		2022-03-16	D7	5144	0	FALSE	4	1800	0.165	sunrise
mecillinam	32	ng/mL	2022-03-16	D8	5144	60	FALSE	4	1800	0.175	sunrise
nickel(ii)	70	mM	2022-03-16	D9	5144	5	FALSE	4	1800	0.168	sunrise
novobiocin	37	ug/mL	2022-03-16	D10	5144	60	FALSE	4	1800	0.163	sunrise
urea	227	mM	2022-03-16	D11	5144	500	FALSE	4	1800	0.157	sunrise
vancomycin	56	ug/mL	2022-03-16	D12	5144	100	FALSE	4	1800	0.121	sunrise
none	0		2022-03-16	E1	5123	0	TRUE	1	1800	0.155	sunrise
mecillinam	32	ng/mL	2022-03-16	E2	5123	60	TRUE	1	1800	0.154	sunrise
nickel(ii)	70	mM	2022-03-16	E3	5123	5	TRUE	1	1800	0.173	sunrise
novobiocin	37	ug/mL	2022-03-16	E4	5123	60	TRUE	1	1800	0.162	sunrise
urea	227	mM	2022-03-16	E5	5123	500	TRUE	1	1800	0.156	sunrise
vancomycin	56	ug/mL	2022-03-16	E6	5123	100	TRUE	1	1800	0.171	sunrise
none	0		2022-03-16	E7	5144	0	TRUE	1	1800	0.166	sunrise
mecillinam	32	ng/mL	2022-03-16	E8	5144	60	TRUE	1	1800	0.171	sunrise
nickel(ii)	70	mM	2022-03-16	E9	5144	5	TRUE	1	1800	0.183	sunrise
novobiocin	37	ug/mL	2022-03-16	E10	5144	60	TRUE	1	1800	0.151	sunrise
urea	227	mM	2022-03-16	E11	5144	500	TRUE	1	1800	0.177	sunrise
vancomycin	56	ug/mL	2022-03-16	E12	5144	100	TRUE	1	1800	0.125	sunrise
none	0		2022-03-16	F1	5123	0	TRUE	2	1800	0.159	sunrise
mecillinam	32	ng/mL	2022-03-16	F2	5123	60	TRUE	2	1800	0.157	sunrise
nickel(ii)	70	mM	2022-03-16	F3	5123	5	TRUE	2	1800	0.182	sunrise
novobiocin	37	ug/mL	2022-03-16	F4	5123	60	TRUE	2	1800	0.186	sunrise
urea	227	mM	2022-03-16	F5	5123	500	TRUE	2	1800	0.143	sunrise
vancomycin	56	ug/mL	2022-03-16	F6	5123	100	TRUE	2	1800	0.18	sunrise
none	0		2022-03-16	F7	5144	0	TRUE	2	1800	0.152	sunrise
mecillinam	32	ng/mL	2022-03-16	F8	5144	60	TRUE	2	1800	0.173	sunrise
nickel(ii)	70	mM	2022-03-16	F9	5144	5	TRUE	2	1800	0.186	sunrise
novobiocin	37	ug/mL	2022-03-16	F10	5144	60	TRUE	2	1800	0.13	sunrise
urea	227	mM	2022-03-16	F11	5144	500	TRUE	2	1800	0.15	sunrise
vancomycin	56	ug/mL	2022-03-16	F12	5144	100	TRUE	2	1800	0.131	sunrise
none	0		2022-03-16	G1	5123	0	TRUE	3	1800	0.21	sunrise
mecillinam	32	ng/mL	2022-03-16	G2	5123	60	TRUE	3	1800	0.194	sunrise
nickel(ii)	70	mM	2022-03-16	G3	5123	5	TRUE	3	1800	0.205	sunrise
novobiocin	37	ug/mL	2022-03-16	G4	5123	60	TRUE	3	1800	0.194	sunrise
urea	227	mM	2022-03-16	G5	5123	500	TRUE	3	1800	0.144	sunrise
vancomycin	56	ug/mL	2022-03-16	G6	5123	100	TRUE	3	1800	0.178	sunrise
none	0		2022-03-16	G7	5144	0	TRUE	3	1800	0.148	sunrise
mecillinam	32	ng/mL	2022-03-16	G8	5144	60	TRUE	3	1800	0.179	sunrise
nickel(ii)	70	mM	2022-03-16	G9	5144	5	TRUE	3	1800	0.192	sunrise
novobiocin	37	ug/mL	2022-03-16	G10	5144	60	TRUE	3	1800	0.137	sunrise
urea	227	mM	2022-03-16	G11	5144	500	TRUE	3	1800	0.137	sunrise
vancomycin	56	ug/mL	2022-03-16	G12	5144	100	TRUE	3	1800	0.126	sunrise
none	0		2022-03-16	H1	5123	0	TRUE	4	1800	0.203	sunrise
mecillinam	32	ng/mL	2022-03-16	H2	5123	60	TRUE	4	1800	0.207	sunrise
nickel(ii)	70	mM	2022-03-16	H3	5123	5	TRUE	4	1800	0.207	sunrise
novobiocin	37	ug/mL	2022-03-16	H4	5123	60	TRUE	4	1800	0.174	sunrise
urea	227	mM	2022-03-16	H5	5123	500	TRUE	4	1800	0.165	sunrise
vancomycin	56	ug/mL	2022-03-16	H6	5123	100	TRUE	4	1800	0.201	sunrise
none	0		2022-03-16	H7	5144	0	TRUE	4	1800	0.183	sunrise
mecillinam	32	ng/mL	2022-03-16	H8	5144	60	TRUE	4	1800	0.204	sunrise
nickel(ii)	70	mM	2022-03-16	H9	5144	5	TRUE	4	1800	0.211	sunrise
novobiocin	37	ug/mL	2022-03-16	H10	5144	60	TRUE	4	1800	0.128	sunrise
urea	227	mM	2022-03-16	H11	5144	500	TRUE	4	1800	0.159	sunrise
vancomycin	56	ug/mL	2022-03-16	H12	5144	100	TRUE	4	1800	0.141	sunrise
none	0		2022-03-16	A1	5123	0	FALSE	1	2700	0.177	sunrise
mecillinam	32	ng/mL	2022-03-16	A2	5123	60	FALSE	1	2700	0.141	sunrise
nickel(ii)	70	mM	2022-03-16	A3	5123	5	FALSE	1	2700	0.196	sunrise
novobiocin	37	ug/mL	2022-03-16	A4	5123	60	FALSE	1	2700	0.181	sunrise
urea	227	mM	2022-03-16	A5	5123	500	FALSE	1	2700	0.188	sunrise
vancomycin	56	ug/mL	2022-03-16	A6	5123	100	FALSE	1	2700	0.211	sunrise
none	0		2022-03-16	A7	5144	0	FALSE	1	2700	0.167	sunrise
mecillinam	32	ng/mL	2022-03-16	A8	5144	60	FALSE	1	2700	0.17	sunrise
nickel(ii)	70	mM	2022-03-16	A9	5144	5	FALSE	1	2700	0.173	sunrise
novobiocin	37	ug/mL	2022-03-16	A10	5144	60	FALSE	1	2700	0.177	sunrise
urea	227	mM	2022-03-16	A11	5144	500	FALSE	1	2700	0.178	sunrise
vancomycin	56	ug/mL	2022-03-16	A12	5144	100	FALSE	1	2700	0.179	sunrise
none	0		2022-03-16	B1	5123	0	FALSE	2	2700	0.163	sunrise
mecillinam	32	ng/mL	2022-03-16	B2	5123	60	FALSE	2	2700	0.136	sunrise
nickel(ii)	70	mM	2022-03-16	B3	5123	5	FALSE	2	2700	0.185	sunrise
novobiocin	37	ug/mL	2022-03-16	B4	5123	60	FALSE	2	2700	0.172	sunrise
urea	227	mM	2022-03-16	B5	5123	500	FALSE	2	2700	0.183	sunrise
vancomycin	56	ug/mL	2022-03-16	B6	5123	100	FALSE	2	2700	0.15	sunrise
none	0		2022-03-16	B7	5144	0	FALSE	2	2700	0.131	sunrise
mecillinam	32	ng/mL	2022-03-16	B8	5144	60	FALSE	2	2700	0.16	sunrise
nickel(ii)	70	mM	2022-03-16	B9	5144	5	FALSE	2	2700	0.175	sunrise
novobiocin	37	ug/mL	2022-03-16	B10	5144	60	FALSE	2	2700	0.159	sunrise
urea	227	mM	2022-03-16	B11	5144	500	FALSE	2	2700	0.165	sunrise
vancomycin	56	ug/mL	2022-03-16	B12	5144	100	FALSE	2	2700	0.168	sunrise
