Chemical	cJMP	Unit	Date	Well	Organism	Dose	Induced	Rep	Time	OD600	Instrument
nickel(ii)	70	mM	2022-03-15	C9	5142	5	FALSE	3	0	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	C10	5142	60	FALSE	3	0	0.094	sunrise
urea	227	mM	2022-03-15	C11	5142	500	FALSE	3	0	0.088	sunrise
vancomycin	56	ug/mL	2022-03-15	C12	5142	100	FALSE	3	0	0.089	sunrise
none	0		2022-03-15	D1	5147	0	FALSE	4	0	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	D2	5147	60	FALSE	4	0	0.094	sunrise
nickel(ii)	70	mM	2022-03-15	D3	5147	5	FALSE	4	0	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	D4	5147	60	FALSE	4	0	0.09	sunrise
urea	227	mM	2022-03-15	D5	5147	500	FALSE	4	0	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	D6	5147	100	FALSE	4	0	0.092	sunrise
none	0		2022-03-15	D7	5142	0	FALSE	4	0	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	D8	5142	60	FALSE	4	0	0.093	sunrise
nickel(ii)	70	mM	2022-03-15	D9	5142	5	FALSE	4	0	0.108	sunrise
novobiocin	37	ug/mL	2022-03-15	D10	5142	60	FALSE	4	0	0.095	sunrise
urea	227	mM	2022-03-15	D11	5142	500	FALSE	4	0	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	D12	5142	100	FALSE	4	0	0.094	sunrise
none	0		2022-03-15	E1	5147	0	TRUE	1	0	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	E2	5147	60	TRUE	1	0	0.088	sunrise
nickel(ii)	70	mM	2022-03-15	E3	5147	5	TRUE	1	0	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	E4	5147	60	TRUE	1	0	0.091	sunrise
urea	227	mM	2022-03-15	E5	5147	500	TRUE	1	0	0.088	sunrise
vancomycin	56	ug/mL	2022-03-15	E6	5147	100	TRUE	1	0	0.095	sunrise
none	0		2022-03-15	E7	5142	0	TRUE	1	0	0.087	sunrise
mecillinam	32	ng/mL	2022-03-15	E8	5142	60	TRUE	1	0	0.089	sunrise
nickel(ii)	70	mM	2022-03-15	E9	5142	5	TRUE	1	0	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	E10	5142	60	TRUE	1	0	0.092	sunrise
urea	227	mM	2022-03-15	E11	5142	500	TRUE	1	0	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	E12	5142	100	TRUE	1	0	0.088	sunrise
none	0		2022-03-15	F1	5147	0	TRUE	2	0	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	F2	5147	60	TRUE	2	0	0.089	sunrise
nickel(ii)	70	mM	2022-03-15	F3	5147	5	TRUE	2	0	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	F4	5147	60	TRUE	2	0	0.092	sunrise
urea	227	mM	2022-03-15	F5	5147	500	TRUE	2	0	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	F6	5147	100	TRUE	2	0	0.088	sunrise
none	0		2022-03-15	F7	5142	0	TRUE	2	0	0.088	sunrise
mecillinam	32	ng/mL	2022-03-15	F8	5142	60	TRUE	2	0	0.089	sunrise
nickel(ii)	70	mM	2022-03-15	F9	5142	5	TRUE	2	0	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	F10	5142	60	TRUE	2	0	0.093	sunrise
urea	227	mM	2022-03-15	F11	5142	500	TRUE	2	0	0.088	sunrise
vancomycin	56	ug/mL	2022-03-15	F12	5142	100	TRUE	2	0	0.088	sunrise
none	0		2022-03-15	G1	5147	0	TRUE	3	0	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	G2	5147	60	TRUE	3	0	0.088	sunrise
nickel(ii)	70	mM	2022-03-15	G3	5147	5	TRUE	3	0	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	G4	5147	60	TRUE	3	0	0.092	sunrise
urea	227	mM	2022-03-15	G5	5147	500	TRUE	3	0	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	G6	5147	100	TRUE	3	0	0.09	sunrise
none	0		2022-03-15	G7	5142	0	TRUE	3	0	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	G8	5142	60	TRUE	3	0	0.092	sunrise
nickel(ii)	70	mM	2022-03-15	G9	5142	5	TRUE	3	0	0.106	sunrise
novobiocin	37	ug/mL	2022-03-15	G10	5142	60	TRUE	3	0	0.093	sunrise
urea	227	mM	2022-03-15	G11	5142	500	TRUE	3	0	0.091	sunrise
vancomycin	56	ug/mL	2022-03-15	G12	5142	100	TRUE	3	0	0.09	sunrise
none	0		2022-03-15	H1	5147	0	TRUE	4	0	0.087	sunrise
mecillinam	32	ng/mL	2022-03-15	H2	5147	60	TRUE	4	0	0.088	sunrise
nickel(ii)	70	mM	2022-03-15	H3	5147	5	TRUE	4	0	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	H4	5147	60	TRUE	4	0	0.091	sunrise
urea	227	mM	2022-03-15	H5	5147	500	TRUE	4	0	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	H6	5147	100	TRUE	4	0	0.09	sunrise
none	0		2022-03-15	H7	5142	0	TRUE	4	0	0.091	sunrise
mecillinam	32	ng/mL	2022-03-15	H8	5142	60	TRUE	4	0	0.091	sunrise
nickel(ii)	70	mM	2022-03-15	H9	5142	5	TRUE	4	0	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	H10	5142	60	TRUE	4	0	0.104	sunrise
urea	227	mM	2022-03-15	H11	5142	500	TRUE	4	0	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	H12	5142	100	TRUE	4	0	0.092	sunrise
none	0		2022-03-15	A1	5147	0	FALSE	1	900	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	A2	5147	60	FALSE	1	900	0.091	sunrise
nickel(ii)	70	mM	2022-03-15	A3	5147	5	FALSE	1	900	0.108	sunrise
novobiocin	37	ug/mL	2022-03-15	A4	5147	60	FALSE	1	900	0.092	sunrise
urea	227	mM	2022-03-15	A5	5147	500	FALSE	1	900	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	A6	5147	100	FALSE	1	900	0.092	sunrise
none	0		2022-03-15	A7	5142	0	FALSE	1	900	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	A8	5142	60	FALSE	1	900	0.091	sunrise
nickel(ii)	70	mM	2022-03-15	A9	5142	5	FALSE	1	900	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	A10	5142	60	FALSE	1	900	0.091	sunrise
urea	227	mM	2022-03-15	A11	5142	500	FALSE	1	900	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	A12	5142	100	FALSE	1	900	0.091	sunrise
none	0		2022-03-15	B1	5147	0	FALSE	2	900	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	B2	5147	60	FALSE	2	900	0.089	sunrise
nickel(ii)	70	mM	2022-03-15	B3	5147	5	FALSE	2	900	0.101	sunrise
novobiocin	37	ug/mL	2022-03-15	B4	5147	60	FALSE	2	900	0.092	sunrise
urea	227	mM	2022-03-15	B5	5147	500	FALSE	2	900	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	B6	5147	100	FALSE	2	900	0.089	sunrise
none	0		2022-03-15	B7	5142	0	FALSE	2	900	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	B8	5142	60	FALSE	2	900	0.09	sunrise
nickel(ii)	70	mM	2022-03-15	B9	5142	5	FALSE	2	900	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	B10	5142	60	FALSE	2	900	0.093	sunrise
urea	227	mM	2022-03-15	B11	5142	500	FALSE	2	900	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	B12	5142	100	FALSE	2	900	0.091	sunrise
none	0		2022-03-15	C1	5147	0	FALSE	3	900	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	C2	5147	60	FALSE	3	900	0.089	sunrise
nickel(ii)	70	mM	2022-03-15	C3	5147	5	FALSE	3	900	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	C4	5147	60	FALSE	3	900	0.091	sunrise
urea	227	mM	2022-03-15	C5	5147	500	FALSE	3	900	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	C6	5147	100	FALSE	3	900	0.09	sunrise
none	0		2022-03-15	C7	5142	0	FALSE	3	900	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	C8	5142	60	FALSE	3	900	0.09	sunrise
nickel(ii)	70	mM	2022-03-15	C9	5142	5	FALSE	3	900	0.101	sunrise
novobiocin	37	ug/mL	2022-03-15	C10	5142	60	FALSE	3	900	0.091	sunrise
urea	227	mM	2022-03-15	C11	5142	500	FALSE	3	900	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	C12	5142	100	FALSE	3	900	0.091	sunrise
none	0		2022-03-15	D1	5147	0	FALSE	4	900	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	D2	5147	60	FALSE	4	900	0.096	sunrise
nickel(ii)	70	mM	2022-03-15	D3	5147	5	FALSE	4	900	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	D4	5147	60	FALSE	4	900	0.091	sunrise
urea	227	mM	2022-03-15	D5	5147	500	FALSE	4	900	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	D6	5147	100	FALSE	4	900	0.09	sunrise
none	0		2022-03-15	D7	5142	0	FALSE	4	900	0.089	sunrise
mecillinam	32	ng/mL	2022-03-15	D8	5142	60	FALSE	4	900	0.093	sunrise
nickel(ii)	70	mM	2022-03-15	D9	5142	5	FALSE	4	900	0.105	sunrise
novobiocin	37	ug/mL	2022-03-15	D10	5142	60	FALSE	4	900	0.092	sunrise
urea	227	mM	2022-03-15	D11	5142	500	FALSE	4	900	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	D12	5142	100	FALSE	4	900	0.093	sunrise
none	0		2022-03-15	E1	5147	0	TRUE	1	900	0.092	sunrise
mecillinam	32	ng/mL	2022-03-15	E2	5147	60	TRUE	1	900	0.09	sunrise
nickel(ii)	70	mM	2022-03-15	E3	5147	5	TRUE	1	900	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	E4	5147	60	TRUE	1	900	0.092	sunrise
urea	227	mM	2022-03-15	E5	5147	500	TRUE	1	900	0.089	sunrise
vancomycin	56	ug/mL	2022-03-15	E6	5147	100	TRUE	1	900	0.095	sunrise
none	0		2022-03-15	E7	5142	0	TRUE	1	900	0.088	sunrise
mecillinam	32	ng/mL	2022-03-15	E8	5142	60	TRUE	1	900	0.09	sunrise
nickel(ii)	70	mM	2022-03-15	E9	5142	5	TRUE	1	900	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	E10	5142	60	TRUE	1	900	0.094	sunrise
urea	227	mM	2022-03-15	E11	5142	500	TRUE	1	900	0.094	sunrise
vancomycin	56	ug/mL	2022-03-15	E12	5142	100	TRUE	1	900	0.09	sunrise
none	0		2022-03-15	F1	5147	0	TRUE	2	900	0.09	sunrise
mecillinam	32	ng/mL	2022-03-15	F2	5147	60	TRUE	2	900	0.091	sunrise
nickel(ii)	70	mM	2022-03-15	F3	5147	5	TRUE	2	900	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	F4	5147	60	TRUE	2	900	0.093	sunrise
urea	227	mM	2022-03-15	F5	5147	500	TRUE	2	900	0.09	sunrise
vancomycin	56	ug/mL	2022-03-15	F6	5147	100	TRUE	2	900	0.09	sunrise
none	0		2022-03-15	F7	5142	0	TRUE	2	900	0.091	sunrise
mecillinam	32	ng/mL	2022-03-15	F8	5142	60	TRUE	2	900	0.093	sunrise
nickel(ii)	70	mM	2022-03-15	F9	5142	5	TRUE	2	900	0.106	sunrise
novobiocin	37	ug/mL	2022-03-15	F10	5142	60	TRUE	2	900	0.095	sunrise
urea	227	mM	2022-03-15	F11	5142	500	TRUE	2	900	0.091	sunrise
vancomycin	56	ug/mL	2022-03-15	F12	5142	100	TRUE	2	900	0.095	sunrise
none	0		2022-03-15	G1	5147	0	TRUE	3	900	0.092	sunrise
mecillinam	32	ng/mL	2022-03-15	G2	5147	60	TRUE	3	900	0.091	sunrise
nickel(ii)	70	mM	2022-03-15	G3	5147	5	TRUE	3	900	0.107	sunrise
novobiocin	37	ug/mL	2022-03-15	G4	5147	60	TRUE	3	900	0.1	sunrise
urea	227	mM	2022-03-15	G5	5147	500	TRUE	3	900	0.091	sunrise
vancomycin	56	ug/mL	2022-03-15	G6	5147	100	TRUE	3	900	0.091	sunrise
none	0		2022-03-15	G7	5142	0	TRUE	3	900	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	G8	5142	60	TRUE	3	900	0.097	sunrise
nickel(ii)	70	mM	2022-03-15	G9	5142	5	TRUE	3	900	0.105	sunrise
novobiocin	37	ug/mL	2022-03-15	G10	5142	60	TRUE	3	900	0.098	sunrise
urea	227	mM	2022-03-15	G11	5142	500	TRUE	3	900	0.092	sunrise
vancomycin	56	ug/mL	2022-03-15	G12	5142	100	TRUE	3	900	0.092	sunrise
none	0		2022-03-15	H1	5147	0	TRUE	4	900	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	H2	5147	60	TRUE	4	900	0.099	sunrise
nickel(ii)	70	mM	2022-03-15	H3	5147	5	TRUE	4	900	0.121	sunrise
novobiocin	37	ug/mL	2022-03-15	H4	5147	60	TRUE	4	900	0.093	sunrise
urea	227	mM	2022-03-15	H5	5147	500	TRUE	4	900	0.104	sunrise
vancomycin	56	ug/mL	2022-03-15	H6	5147	100	TRUE	4	900	0.105	sunrise
none	0		2022-03-15	H7	5142	0	TRUE	4	900	0.115	sunrise
mecillinam	32	ng/mL	2022-03-15	H8	5142	60	TRUE	4	900	0.112	sunrise
nickel(ii)	70	mM	2022-03-15	H9	5142	5	TRUE	4	900	0.123	sunrise
novobiocin	37	ug/mL	2022-03-15	H10	5142	60	TRUE	4	900	0.099	sunrise
urea	227	mM	2022-03-15	H11	5142	500	TRUE	4	900	0.127	sunrise
vancomycin	56	ug/mL	2022-03-15	H12	5142	100	TRUE	4	900	0.111	sunrise
none	0		2022-03-15	A1	5147	0	FALSE	1	1803	0.095	sunrise
mecillinam	32	ng/mL	2022-03-15	A2	5147	60	FALSE	1	1803	0.097	sunrise
nickel(ii)	70	mM	2022-03-15	A3	5147	5	FALSE	1	1803	0.108	sunrise
novobiocin	37	ug/mL	2022-03-15	A4	5147	60	FALSE	1	1803	0.095	sunrise
urea	227	mM	2022-03-15	A5	5147	500	FALSE	1	1803	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	A6	5147	100	FALSE	1	1803	0.097	sunrise
none	0		2022-03-15	A7	5142	0	FALSE	1	1803	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	A8	5142	60	FALSE	1	1803	0.096	sunrise
nickel(ii)	70	mM	2022-03-15	A9	5142	5	FALSE	1	1803	0.105	sunrise
novobiocin	37	ug/mL	2022-03-15	A10	5142	60	FALSE	1	1803	0.094	sunrise
urea	227	mM	2022-03-15	A11	5142	500	FALSE	1	1803	0.095	sunrise
vancomycin	56	ug/mL	2022-03-15	A12	5142	100	FALSE	1	1803	0.097	sunrise
none	0		2022-03-15	B1	5147	0	FALSE	2	1803	0.095	sunrise
mecillinam	32	ng/mL	2022-03-15	B2	5147	60	FALSE	2	1803	0.096	sunrise
nickel(ii)	70	mM	2022-03-15	B3	5147	5	FALSE	2	1803	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	B4	5147	60	FALSE	2	1803	0.095	sunrise
urea	227	mM	2022-03-15	B5	5147	500	FALSE	2	1803	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	B6	5147	100	FALSE	2	1803	0.094	sunrise
none	0		2022-03-15	B7	5142	0	FALSE	2	1803	0.096	sunrise
mecillinam	32	ng/mL	2022-03-15	B8	5142	60	FALSE	2	1803	0.098	sunrise
nickel(ii)	70	mM	2022-03-15	B9	5142	5	FALSE	2	1803	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	B10	5142	60	FALSE	2	1803	0.096	sunrise
urea	227	mM	2022-03-15	B11	5142	500	FALSE	2	1803	0.093	sunrise
vancomycin	56	ug/mL	2022-03-15	B12	5142	100	FALSE	2	1803	0.096	sunrise
none	0		2022-03-15	C1	5147	0	FALSE	3	1803	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	C2	5147	60	FALSE	3	1803	0.093	sunrise
nickel(ii)	70	mM	2022-03-15	C3	5147	5	FALSE	3	1803	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	C4	5147	60	FALSE	3	1803	0.095	sunrise
urea	227	mM	2022-03-15	C5	5147	500	FALSE	3	1803	0.094	sunrise
vancomycin	56	ug/mL	2022-03-15	C6	5147	100	FALSE	3	1803	0.095	sunrise
none	0		2022-03-15	C7	5142	0	FALSE	3	1803	0.093	sunrise
mecillinam	32	ng/mL	2022-03-15	C8	5142	60	FALSE	3	1803	0.094	sunrise
nickel(ii)	70	mM	2022-03-15	C9	5142	5	FALSE	3	1803	0.102	sunrise
novobiocin	37	ug/mL	2022-03-15	C10	5142	60	FALSE	3	1803	0.095	sunrise
urea	227	mM	2022-03-15	C11	5142	500	FALSE	3	1803	0.095	sunrise
vancomycin	56	ug/mL	2022-03-15	C12	5142	100	FALSE	3	1803	0.094	sunrise
none	0		2022-03-15	D1	5147	0	FALSE	4	1803	0.097	sunrise
mecillinam	32	ng/mL	2022-03-15	D2	5147	60	FALSE	4	1803	0.099	sunrise
nickel(ii)	70	mM	2022-03-15	D3	5147	5	FALSE	4	1803	0.107	sunrise
novobiocin	37	ug/mL	2022-03-15	D4	5147	60	FALSE	4	1803	0.094	sunrise
urea	227	mM	2022-03-15	D5	5147	500	FALSE	4	1803	0.092	sunrise
vancomycin	56	ug/mL	2022-03-15	D6	5147	100	FALSE	4	1803	0.094	sunrise
none	0		2022-03-15	D7	5142	0	FALSE	4	1803	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	D8	5142	60	FALSE	4	1803	0.096	sunrise
nickel(ii)	70	mM	2022-03-15	D9	5142	5	FALSE	4	1803	0.108	sunrise
novobiocin	37	ug/mL	2022-03-15	D10	5142	60	FALSE	4	1803	0.095	sunrise
urea	227	mM	2022-03-15	D11	5142	500	FALSE	4	1803	0.095	sunrise
vancomycin	56	ug/mL	2022-03-15	D12	5142	100	FALSE	4	1803	0.098	sunrise
none	0		2022-03-15	E1	5147	0	TRUE	1	1803	0.097	sunrise
mecillinam	32	ng/mL	2022-03-15	E2	5147	60	TRUE	1	1803	0.095	sunrise
nickel(ii)	70	mM	2022-03-15	E3	5147	5	TRUE	1	1803	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	E4	5147	60	TRUE	1	1803	0.095	sunrise
urea	227	mM	2022-03-15	E5	5147	500	TRUE	1	1803	0.092	sunrise
vancomycin	56	ug/mL	2022-03-15	E6	5147	100	TRUE	1	1803	0.1	sunrise
none	0		2022-03-15	E7	5142	0	TRUE	1	1803	0.092	sunrise
mecillinam	32	ng/mL	2022-03-15	E8	5142	60	TRUE	1	1803	0.094	sunrise
nickel(ii)	70	mM	2022-03-15	E9	5142	5	TRUE	1	1803	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	E10	5142	60	TRUE	1	1803	0.095	sunrise
urea	227	mM	2022-03-15	E11	5142	500	TRUE	1	1803	0.099	sunrise
vancomycin	56	ug/mL	2022-03-15	E12	5142	100	TRUE	1	1803	0.094	sunrise
none	0		2022-03-15	F1	5147	0	TRUE	2	1803	0.094	sunrise
mecillinam	32	ng/mL	2022-03-15	F2	5147	60	TRUE	2	1803	0.096	sunrise
nickel(ii)	70	mM	2022-03-15	F3	5147	5	TRUE	2	1803	0.103	sunrise
novobiocin	37	ug/mL	2022-03-15	F4	5147	60	TRUE	2	1803	0.097	sunrise
urea	227	mM	2022-03-15	F5	5147	500	TRUE	2	1803	0.095	sunrise
vancomycin	56	ug/mL	2022-03-15	F6	5147	100	TRUE	2	1803	0.096	sunrise
none	0		2022-03-15	F7	5142	0	TRUE	2	1803	0.097	sunrise
mecillinam	32	ng/mL	2022-03-15	F8	5142	60	TRUE	2	1803	0.102	sunrise
nickel(ii)	70	mM	2022-03-15	F9	5142	5	TRUE	2	1803	0.109	sunrise
novobiocin	37	ug/mL	2022-03-15	F10	5142	60	TRUE	2	1803	0.097	sunrise
urea	227	mM	2022-03-15	F11	5142	500	TRUE	2	1803	0.101	sunrise
vancomycin	56	ug/mL	2022-03-15	F12	5142	100	TRUE	2	1803	0.101	sunrise
none	0		2022-03-15	G1	5147	0	TRUE	3	1803	0.115	sunrise
mecillinam	32	ng/mL	2022-03-15	G2	5147	60	TRUE	3	1803	0.131	sunrise
nickel(ii)	70	mM	2022-03-15	G3	5147	5	TRUE	3	1803	0.12	sunrise
novobiocin	37	ug/mL	2022-03-15	G4	5147	60	TRUE	3	1803	0.105	sunrise
urea	227	mM	2022-03-15	G5	5147	500	TRUE	3	1803	0.097	sunrise
vancomycin	56	ug/mL	2022-03-15	G6	5147	100	TRUE	3	1803	0.099	sunrise
none	0		2022-03-15	G7	5142	0	TRUE	3	1803	0.106	sunrise
mecillinam	32	ng/mL	2022-03-15	G8	5142	60	TRUE	3	1803	0.119	sunrise
nickel(ii)	70	mM	2022-03-15	G9	5142	5	TRUE	3	1803	0.119	sunrise
novobiocin	37	ug/mL	2022-03-15	G10	5142	60	TRUE	3	1803	0.1	sunrise
urea	227	mM	2022-03-15	G11	5142	500	TRUE	3	1803	0.1	sunrise
vancomycin	56	ug/mL	2022-03-15	G12	5142	100	TRUE	3	1803	0.103	sunrise
none	0		2022-03-15	H1	5147	0	TRUE	4	1803	0.105	sunrise
mecillinam	32	ng/mL	2022-03-15	H2	5147	60	TRUE	4	1803	0.098	sunrise
nickel(ii)	70	mM	2022-03-15	H3	5147	5	TRUE	4	1803	0.116	sunrise
novobiocin	37	ug/mL	2022-03-15	H4	5147	60	TRUE	4	1803	0.096	sunrise
urea	227	mM	2022-03-15	H5	5147	500	TRUE	4	1803	0.103	sunrise
vancomycin	56	ug/mL	2022-03-15	H6	5147	100	TRUE	4	1803	0.103	sunrise
none	0		2022-03-15	H7	5142	0	TRUE	4	1803	0.11	sunrise
mecillinam	32	ng/mL	2022-03-15	H8	5142	60	TRUE	4	1803	0.107	sunrise
nickel(ii)	70	mM	2022-03-15	H9	5142	5	TRUE	4	1803	0.12	sunrise
novobiocin	37	ug/mL	2022-03-15	H10	5142	60	TRUE	4	1803	0.097	sunrise
urea	227	mM	2022-03-15	H11	5142	500	TRUE	4	1803	0.109	sunrise
vancomycin	56	ug/mL	2022-03-15	H12	5142	100	TRUE	4	1803	0.109	sunrise
none	0		2022-03-15	A1	5147	0	FALSE	1	2699	0.102	sunrise
mecillinam	32	ng/mL	2022-03-15	A2	5147	60	FALSE	1	2699	0.103	sunrise
nickel(ii)	70	mM	2022-03-15	A3	5147	5	FALSE	1	2699	0.109	sunrise
novobiocin	37	ug/mL	2022-03-15	A4	5147	60	FALSE	1	2699	0.102	sunrise
urea	227	mM	2022-03-15	A5	5147	500	FALSE	1	2699	0.098	sunrise
vancomycin	56	ug/mL	2022-03-15	A6	5147	100	FALSE	1	2699	0.104	sunrise
none	0		2022-03-15	A7	5142	0	FALSE	1	2699	0.099	sunrise
mecillinam	32	ng/mL	2022-03-15	A8	5142	60	FALSE	1	2699	0.1	sunrise
nickel(ii)	70	mM	2022-03-15	A9	5142	5	FALSE	1	2699	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	A10	5142	60	FALSE	1	2699	0.1	sunrise
urea	227	mM	2022-03-15	A11	5142	500	FALSE	1	2699	0.101	sunrise
vancomycin	56	ug/mL	2022-03-15	A12	5142	100	FALSE	1	2699	0.101	sunrise
none	0		2022-03-15	B1	5147	0	FALSE	2	2699	0.103	sunrise
mecillinam	32	ng/mL	2022-03-15	B2	5147	60	FALSE	2	2699	0.101	sunrise
nickel(ii)	70	mM	2022-03-15	B3	5147	5	FALSE	2	2699	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	B4	5147	60	FALSE	2	2699	0.102	sunrise
urea	227	mM	2022-03-15	B5	5147	500	FALSE	2	2699	0.097	sunrise
vancomycin	56	ug/mL	2022-03-15	B6	5147	100	FALSE	2	2699	0.101	sunrise
none	0		2022-03-15	B7	5142	0	FALSE	2	2699	0.101	sunrise
mecillinam	32	ng/mL	2022-03-15	B8	5142	60	FALSE	2	2699	0.101	sunrise
nickel(ii)	70	mM	2022-03-15	B9	5142	5	FALSE	2	2699	0.104	sunrise
novobiocin	37	ug/mL	2022-03-15	B10	5142	60	FALSE	2	2699	0.102	sunrise
urea	227	mM	2022-03-15	B11	5142	500	FALSE	2	2699	0.098	sunrise
vancomycin	56	ug/mL	2022-03-15	B12	5142	100	FALSE	2	2699	0.101	sunrise
