term	description	FDR.term	Direction.term
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0032153	Cell division site	1.6408358928364e-15	Down
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0070470	Plasma membrane respirasome	7.49446916780037e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0098803	Respiratory chain complex	9.68157181610778e-15	Up
GO:0009148	Pyrimidine nucleoside triphosphate biosynthetic process	4.76193350520092e-14	Down
GO:0009148	Pyrimidine nucleoside triphosphate biosynthetic process	4.76193350520092e-14	Down
GO:0009148	Pyrimidine nucleoside triphosphate biosynthetic process	4.76193350520092e-14	Down
GO:0009148	Pyrimidine nucleoside triphosphate biosynthetic process	4.76193350520092e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
CL:901	Peptidoglycan metabolic process, and Cell septum	5.76912069170512e-14	Down
GO:0003743	Translation initiation factor activity	7.05172368454625e-14	Up
GO:0003743	Translation initiation factor activity	7.05172368454625e-14	Up
GO:0003743	Translation initiation factor activity	7.05172368454625e-14	Up
GO:0009212	Pyrimidine deoxyribonucleoside triphosphate biosynthetic process	9.65436672728979e-14	Down
GO:0009212	Pyrimidine deoxyribonucleoside triphosphate biosynthetic process	9.65436672728979e-14	Down
GO:0009212	Pyrimidine deoxyribonucleoside triphosphate biosynthetic process	9.65436672728979e-14	Down
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
GO:0070469	Respirasome	1.41662551378713e-13	Up
CL:3080	Mixed, incl. Cell adhesion, and LTXXQ motif family protein	1.79826358554107e-13	Down
CL:3080	Mixed, incl. Cell adhesion, and LTXXQ motif family protein	1.79826358554107e-13	Down
CL:3080	Mixed, incl. Cell adhesion, and LTXXQ motif family protein	1.79826358554107e-13	Down
CL:3080	Mixed, incl. Cell adhesion, and LTXXQ motif family protein	1.79826358554107e-13	Down
CL:3080	Mixed, incl. Cell adhesion, and LTXXQ motif family protein	1.79826358554107e-13	Down
GO:1905153	Regulation of membrane invagination	2.24323381483155e-13	Down
GO:1905153	Regulation of membrane invagination	2.24323381483155e-13	Down
GO:1905153	Regulation of membrane invagination	2.24323381483155e-13	Down
GO:1905153	Regulation of membrane invagination	2.24323381483155e-13	Down
GO:1905153	Regulation of membrane invagination	2.24323381483155e-13	Down
KW-0321	Glycogen metabolism	2.24323381483155e-13	Up
KW-0321	Glycogen metabolism	2.24323381483155e-13	Up
KW-0321	Glycogen metabolism	2.24323381483155e-13	Up
KW-0321	Glycogen metabolism	2.24323381483155e-13	Up
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GOCC:0032153	Cell division site	2.24323381483155e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
GO:0030428	Cell septum	2.33041048332518e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
CL:899	Peptidoglycan metabolic process, and Cell septum	4.01150635110864e-13	Down
IPR018365	Cell cycle, FtsW / RodA / SpoVE, conserved site	4.86006860646292e-13	Down
IPR018365	Cell cycle, FtsW / RodA / SpoVE, conserved site	4.86006860646292e-13	Down
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0008137	NADH dehydrogenase (ubiquinone) activity	4.91934717749691e-13	Up
GO:0046075	dTTP metabolic process	6.26030429987307e-13	Down
GO:0046075	dTTP metabolic process	6.26030429987307e-13	Down
GO:0046075	dTTP metabolic process	6.26030429987307e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GOCC:0030428	Cell septum	7.2944227556819e-13	Down
GO:0046385	Deoxyribose phosphate biosynthetic process	1.34357904892263e-12	Down
GO:0046385	Deoxyribose phosphate biosynthetic process	1.34357904892263e-12	Down
GO:0046385	Deoxyribose phosphate biosynthetic process	1.34357904892263e-12	Down
GO:0046385	Deoxyribose phosphate biosynthetic process	1.34357904892263e-12	Down
GO:0015835	Peptidoglycan transport	1.70971464564697e-12	Down
GO:0015835	Peptidoglycan transport	1.70971464564697e-12	Down
GO:0000935	Division septum	2.25948381874583e-12	Down
GO:0000935	Division septum	2.25948381874583e-12	Down
GO:0000935	Division septum	2.25948381874583e-12	Down
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
GO:0050136	NADH dehydrogenase (quinone) activity	2.6667539049491e-12	Up
